Customer_ID,Age,Gender,Category,Product,Purchase_Amount,Quantity,Discount_Applied,Subscription_Status,Payment_Method,Purchase_Date,Location,Review_Rating
C01837,53,Male,Home & Kitchen,Cookware,562.01,1,Yes,Active,Debit Card,2025-08-03,Jaipur,3.8
C01582,65,Female,Electronics,Smartphone,3023.98,4,No,Active,Cash,2025-03-10,Pune,3.8
C00856,60,Male,Books,Technology,1124.43,2,No,Inactive,Credit Card,2025-06-26,Hyderabad,3.7
C01652,53,Other,Clothing,T-Shirt,1252.67,2,Yes,Inactive,Debit Card,2025-08-21,Chennai,4.1
C01995,38,Male,Home & Kitchen,Coffee Maker,1735.22,3,No,Active,UPI,2025-02-20,Chennai,4.6
C01817,58,Male,Clothing,T-Shirt,1366.31,3,No,Inactive,Credit Card,2025-03-26,Bengaluru,3.5
C00950,27,Male,Beauty,Skin Serum,4564.29,1,No,Active,Credit Card,2025-09-14,Pune,3.7
C01936,51,Female,Electronics,Headphones,28525.33,1,Yes,Inactive,Cash,2025-08-17,Ahmedabad,3.8
C00303,40,Male,Beauty,Lipstick,722.75,1,Yes,Active,Cash,2024-12-01,Hyderabad,3.4
C01114,38,Male,Sports,Dumbbells,11496.12,1,Yes,Inactive,Cash,2024-11-27,Delhi,4.5
C01034,36,Male,Clothing,T-Shirt,370.59,2,No,Inactive,UPI,2024-03-27,Kolkata,4.0
C00195,44,Male,Clothing,Jeans,980.63,5,No,Inactive,UPI,2025-12-31,Delhi,3.6
C00521,40,Male,Beauty,Face Cream,315.47,1,No,Active,UPI,2024-09-03,Hyderabad,4.2
C00720,49,Female,Books,Self-Help,658.55,3,Yes,Inactive,UPI,2025-06-16,Pune,3.9
C00337,41,Male,Books,Comics,1821.84,5,Yes,Inactive,Debit Card,2024-07-27,Ahmedabad,3.6
C00952,19,Male,Beauty,Face Cream,1184.53,3,No,Inactive,Debit Card,2024-04-27,Delhi,3.4
C01355,50,Female,Electronics,Smartwatch,60595.54,2,Yes,Active,Debit Card,2024-07-06,Pune,3.9
C00618,23,Male,Books,Fiction,1491.79,1,No,Active,Cash,2025-04-15,Kolkata,4.4
C01023,34,Female,Sports,Dumbbells,1020.48,1,Yes,Inactive,Credit Card,2025-07-09,Jaipur,3.4
C00073,50,Male,Electronics,Headphones,86210.2,1,No,Active,Cash,2025-07-07,Pune,4.2
C01874,38,Female,Clothing,Jacket,4557.31,1,Yes,Active,Debit Card,2025-09-11,Ahmedabad,4.8
C01925,36,Female,Beauty,Skin Serum,2093.34,1,No,Active,UPI,2024-10-11,Mumbai,4.4
C01653,23,Female,Beauty,Skin Serum,1949.02,2,No,Active,Wallet,2024-10-19,Chennai,3.7
C00004,65,Male,Home & Kitchen,Cookware,2693.89,1,No,Inactive,Debit Card,2024-04-11,Delhi,3.6
C01463,29,Female,Beauty,Shampoo,3707.03,1,No,Active,Credit Card,2025-05-01,Delhi,5.0
C01944,61,Female,Sports,Cricket Bat,10693.05,2,No,Active,Cash,2024-04-29,Bengaluru,3.1
C01695,31,Male,Beauty,Lipstick,427.07,2,Yes,Active,UPI,2025-02-18,Jaipur,4.0
C00137,33,Female,Books,Business,297.21,1,No,Active,Cash,2025-09-09,Chandigarh,3.8
C00194,19,Male,Sports,Yoga Mat,5828.7,3,Yes,Inactive,Wallet,2024-09-30,Ahmedabad,5.0
C00906,34,Female,Beauty,Lipstick,3618.4,5,No,Inactive,UPI,2024-06-08,Chennai,5.0
C01133,42,Male,Beauty,Shampoo,423.21,1,Yes,Inactive,Credit Card,2025-10-05,Delhi,4.0
C01217,43,Male,Home & Kitchen,Bedsheet,7601.31,2,No,Active,Debit Card,2025-07-15,Chandigarh,2.6
C01351,18,Male,Books,Self-Help,430.03,2,Yes,Inactive,Debit Card,2025-07-05,Bengaluru,4.4
C00028,31,Male,Clothing,Jeans,4864.35,3,No,Inactive,Wallet,2025-11-19,Kolkata,3.8
C00785,55,Female,Clothing,Jeans,1603.1,2,No,Inactive,UPI,2024-06-08,Jaipur,3.8
C01376,55,Female,Beauty,Shampoo,4185.55,3,No,Inactive,Debit Card,2025-11-28,Chandigarh,4.2
C00448,65,Female,Electronics,Speaker,7682.3,3,No,Active,Net Banking,2025-01-28,Kolkata,4.3
C00716,21,Male,Clothing,Dress,4075.55,2,Yes,Active,Credit Card,2024-04-04,Delhi,5.0
C01126,60,Female,Electronics,Smartwatch,89808.09,1,Yes,Inactive,Debit Card,2025-02-15,Jaipur,3.8
C00194,57,Male,Books,Business,1260.24,3,Yes,Active,Credit Card,2025-02-04,Hyderabad,4.5
C01232,28,Male,Electronics,Smartphone,15217.62,3,Yes,Inactive,UPI,2025-12-08,Kolkata,3.5
C00582,42,Female,Books,Self-Help,1498.57,5,No,Active,UPI,2025-03-27,Mumbai,4.0
C01915,28,Male,Sports,Dumbbells,7979.42,2,No,Inactive,UPI,2024-11-28,Delhi,4.3
C01656,46,Male,Sports,Yoga Mat,7837.3,3,No,Active,UPI,2025-04-26,Ahmedabad,5.0
C01214,53,Female,Electronics,Smartphone,29769.18,5,Yes,Inactive,Cash,2024-08-01,Bengaluru,4.0
C01034,27,Female,Home & Kitchen,Cookware,11859.19,1,Yes,Inactive,UPI,2025-02-25,Chennai,4.5
C01769,30,Female,Beauty,Perfume,4978.31,3,Yes,Inactive,Debit Card,2024-10-30,Delhi,4.4
C01750,52,Male,Home & Kitchen,Cookware,372.27,2,No,Inactive,Credit Card,2024-08-22,Hyderabad,3.6
C01037,20,Female,Beauty,Lipstick,1136.1,5,No,Inactive,Credit Card,2025-07-15,Mumbai,3.8
C01608,45,Female,Beauty,Skin Serum,2117.64,1,No,Inactive,Net Banking,2024-08-21,Bengaluru,3.3
C00174,53,Female,Clothing,Dress,1141.72,2,Yes,Active,Credit Card,2025-02-20,Delhi,4.2
C01082,50,Female,Beauty,Skin Serum,789.88,1,No,Active,Debit Card,2024-07-06,Bengaluru,4.6
C00531,52,Male,Books,Business,542.88,1,Yes,Active,UPI,2024-03-14,Hyderabad,5.0
C01866,20,Male,Sports,Dumbbells,8474.09,1,Yes,Inactive,Net Banking,2025-08-17,Chennai,3.6
C01899,62,Male,Clothing,Jacket,3992.29,2,No,Inactive,Debit Card,2025-06-03,Delhi,3.5
C01474,36,Female,Clothing,Sneakers,2426.19,2,No,Active,Credit Card,2025-05-23,Kolkata,4.5
C00508,62,Female,Clothing,Sneakers,3975.42,4,No,Inactive,Debit Card,2025-04-28,Kolkata,2.9
C00392,29,Female,Beauty,Lipstick,472.1,2,Yes,Inactive,UPI,2025-03-29,Kolkata,3.8
C01293,58,Female,Sports,Yoga Mat,9194.97,3,No,Active,UPI,2024-03-06,Hyderabad,3.5
C01458,28,Male,Home & Kitchen,Storage Box,13986.37,3,No,Inactive,Wallet,2024-12-20,Chandigarh,4.4
C00165,54,Other,Clothing,Jeans,4473.44,2,No,Inactive,Net Banking,2025-09-20,Mumbai,3.8
C00079,41,Male,Clothing,Dress,1710.23,1,No,Inactive,Cash,2024-09-29,Ahmedabad,3.8
C01591,19,Female,Books,Comics,1594.23,1,Yes,Active,Cash,2024-11-21,Ahmedabad,4.1
C01707,65,Male,Books,Self-Help,768.01,2,No,Inactive,UPI,2024-05-01,Jaipur,4.4
C00503,37,Male,Electronics,Speaker,5316.13,4,Yes,Inactive,Credit Card,2025-11-30,Chandigarh,4.0
C00481,33,Male,Clothing,T-Shirt,4236.32,3,No,Inactive,Cash,2025-01-13,Kolkata,5.0
C01864,31,Male,Sports,Football,5856.53,1,No,Inactive,UPI,2025-08-31,Pune,4.9
C01699,40,Female,Beauty,Perfume,1303.54,2,Yes,Active,Cash,2024-03-23,Pune,3.8
C00099,65,Male,Electronics,Headphones,16077.37,2,Yes,Inactive,Credit Card,2024-06-07,Bengaluru,4.8
C01155,32,Male,Home & Kitchen,Lamp,13172.85,1,No,Inactive,Net Banking,2025-02-06,Chandigarh,4.3
C00045,40,Female,Clothing,Dress,4384.87,5,Yes,Active,Credit Card,2024-04-17,Chandigarh,2.6
C01633,52,Female,Electronics,Smartphone,54326.24,4,Yes,Inactive,Credit Card,2024-02-14,Bengaluru,5.0
C00664,24,Male,Clothing,Sneakers,4989.31,4,Yes,Inactive,Credit Card,2024-08-16,Jaipur,3.5
C00392,18,Male,Electronics,Headphones,49540.45,3,No,Active,UPI,2025-12-25,Mumbai,3.3
C00836,39,Male,Sports,Football,10675.1,4,No,Active,Cash,2025-10-10,Jaipur,2.2
C01068,57,Female,Books,Technology,1579.35,5,No,Inactive,Wallet,2024-04-23,Hyderabad,4.4
C01423,20,Male,Home & Kitchen,Bedsheet,5189.95,1,No,Active,Credit Card,2025-12-20,Jaipur,3.9
C00875,30,Female,Beauty,Perfume,1972.67,2,No,Inactive,UPI,2024-04-25,Bengaluru,4.7
C01819,21,Male,Home & Kitchen,Lamp,7542.31,3,No,Inactive,Credit Card,2024-08-06,Ahmedabad,3.2
C01215,44,Male,Clothing,Jeans,3947.45,1,Yes,Active,Debit Card,2025-12-05,Mumbai,3.9
C00693,36,Female,Sports,Cricket Bat,3653.07,3,No,Active,Debit Card,2024-06-01,Bengaluru,5.0
C00040,50,Male,Beauty,Lipstick,4483.98,3,No,Active,Debit Card,2025-02-02,Mumbai,3.7
C00224,61,Female,Clothing,Dress,433.78,1,No,Active,Debit Card,2025-06-12,Mumbai,4.1
C01996,59,Female,Beauty,Lipstick,2555.7,2,No,Active,UPI,2025-06-15,Ahmedabad,4.0
C00891,18,Female,Clothing,Jeans,1955.26,2,Yes,Inactive,UPI,2025-11-11,Pune,3.9
C01724,22,Male,Electronics,Smartphone,68786.49,2,No,Active,UPI,2024-02-09,Mumbai,3.9
C01516,57,Male,Books,Self-Help,979.71,3,No,Inactive,Credit Card,2025-09-21,Chennai,5.0
C01348,26,Male,Beauty,Lipstick,684.08,1,No,Inactive,UPI,2025-09-23,Delhi,4.1
C00122,25,Male,Beauty,Skin Serum,1867.86,2,Yes,Inactive,Wallet,2024-01-06,Delhi,3.6
C01380,53,Male,Clothing,Jacket,1335.02,3,Yes,Inactive,Credit Card,2024-11-27,Chandigarh,3.1
C01238,42,Male,Clothing,Jacket,2309.78,1,No,Inactive,Debit Card,2025-10-18,Chennai,4.2
C00649,44,Female,Electronics,Smartwatch,23307.17,2,Yes,Active,Debit Card,2025-11-10,Delhi,5.0
C01817,54,Female,Home & Kitchen,Storage Box,10103.14,1,No,Active,Credit Card,2024-05-07,Jaipur,3.8
C00213,42,Male,Sports,Running Shoes,8825.84,1,No,Inactive,Credit Card,2024-04-22,Kolkata,3.7
C00846,28,Male,Beauty,Shampoo,1126.9,1,No,Active,Wallet,2025-04-16,Jaipur,3.6
C00405,61,Male,Electronics,Laptop,66252.81,2,Yes,Active,Net Banking,2025-06-11,Bengaluru,4.0
C01750,25,Male,Clothing,T-Shirt,4020.51,1,Yes,Active,Net Banking,2024-04-23,Jaipur,3.8
C01853,39,Female,Sports,Cricket Bat,2357.5,2,No,Active,UPI,2025-04-29,Ahmedabad,3.6
C00242,34,Male,Sports,Dumbbells,11234.67,2,No,Inactive,Debit Card,2024-08-21,Kolkata,4.2
C00415,57,Female,Sports,Cricket Bat,9102.45,1,Yes,Active,Credit Card,2025-10-15,Kolkata,3.7
C01881,65,Female,Home & Kitchen,Storage Box,10141.98,1,No,Inactive,Cash,2024-11-25,Bengaluru,5.0
C01949,36,Female,Sports,Cricket Bat,2160.08,1,No,Inactive,Debit Card,2024-10-01,Bengaluru,4.2
C01137,32,Male,Home & Kitchen,Bedsheet,5683.08,4,No,Inactive,Credit Card,2024-02-19,Delhi,3.8
C01755,65,Male,Sports,Cricket Bat,9231.15,2,Yes,Active,Credit Card,2025-04-12,Bengaluru,4.0
C00842,35,Male,Electronics,Smartwatch,80407.42,1,Yes,Inactive,Net Banking,2024-05-22,Kolkata,4.5
C01694,44,Male,Home & Kitchen,Coffee Maker,10930.21,2,No,Inactive,Debit Card,2025-09-06,Chennai,4.5
C01541,62,Female,Beauty,Perfume,3088.13,2,No,Inactive,Debit Card,2025-04-19,Jaipur,3.0
C01128,22,Female,Home & Kitchen,Cookware,7430.07,1,No,Inactive,Net Banking,2024-05-04,Hyderabad,4.0
C00020,58,Male,Electronics,Smartphone,85077.34,1,Yes,Inactive,Wallet,2025-04-16,Kolkata,4.8
C01819,48,Female,Home & Kitchen,Coffee Maker,2100.15,5,No,Inactive,Credit Card,2025-09-16,Chennai,4.6
C01848,37,Female,Home & Kitchen,Coffee Maker,524.12,1,Yes,Active,Wallet,2025-05-12,Hyderabad,
C01442,65,Female,Books,Self-Help,575.14,3,Yes,Inactive,UPI,2024-10-18,Hyderabad,4.1
C00628,61,Male,Beauty,Lipstick,2503.43,2,No,Active,Net Banking,2024-11-08,Hyderabad,4.3
C00982,19,Female,Books,Self-Help,1828.36,2,No,Inactive,Credit Card,2024-05-10,Chandigarh,3.3
C01315,58,Female,Books,Fiction,410.6,2,No,Active,Cash,2024-10-30,Pune,3.8
C01636,21,Female,Electronics,Smartwatch,66232.2,5,No,Inactive,Wallet,2025-05-21,Hyderabad,4.1
C00136,44,Female,Books,Technology,386.23,2,No,Inactive,Wallet,2024-02-16,Chennai,4.2
C00340,18,Male,Beauty,Shampoo,789.97,2,No,Inactive,Cash,2024-02-29,Delhi,3.0
C01083,44,Female,Clothing,Sneakers,600.98,2,No,Inactive,UPI,2025-07-25,Kolkata,4.7
C00836,29,Male,Home & Kitchen,Cookware,11916.49,1,No,Inactive,Net Banking,2025-06-17,Chandigarh,4.5
C01253,18,Male,Electronics,Smartphone,76910.57,1,No,Inactive,Credit Card,2025-08-30,Ahmedabad,3.2
C01584,56,Female,Beauty,Perfume,716.04,1,No,Active,Cash,2025-11-07,Delhi,4.4
C01171,35,Male,Home & Kitchen,Bedsheet,9268.84,1,No,Inactive,UPI,2025-01-18,Jaipur,4.4
C01473,59,Male,Home & Kitchen,Lamp,4341.42,2,No,Inactive,Cash,2024-08-05,Chandigarh,4.4
C00390,51,Male,Beauty,Lipstick,1941.83,3,Yes,Inactive,Wallet,2025-02-05,Chennai,4.7
C00440,55,Female,Clothing,Dress,4370.96,1,Yes,Inactive,Credit Card,2024-07-30,Mumbai,3.4
C00523,41,Male,Home & Kitchen,Bedsheet,2658.38,1,Yes,Inactive,Wallet,2025-04-07,Jaipur,3.9
C00751,19,Female,Electronics,Smartwatch,71500.65,4,No,Inactive,Cash,2024-12-27,Ahmedabad,3.8
C01859,40,Male,Clothing,Jeans,2932.32,1,No,Active,Wallet,2025-12-21,Mumbai,3.6
C01383,60,Female,Home & Kitchen,Cookware,5954.36,1,No,Inactive,UPI,2025-09-15,Chennai,4.2
C01297,20,Female,Electronics,Laptop,89172.11,1,No,Inactive,Debit Card,2025-06-04,Jaipur,2.5
C01365,65,Male,Home & Kitchen,Storage Box,13842.58,4,No,Active,Debit Card,2025-02-26,Chennai,4.6
C01553,36,Female,Books,Comics,760.95,1,No,Inactive,Debit Card,2024-08-24,Delhi,4.3
C00265,23,Male,Electronics,Laptop,40605.89,1,No,Active,Credit Card,2024-03-17,Delhi,3.1
C00480,61,Female,Home & Kitchen,Coffee Maker,13720.6,2,No,Inactive,Wallet,2024-03-13,Jaipur,4.3
C00027,60,Male,Beauty,Skin Serum,1909.78,2,Yes,Inactive,Cash,2025-11-22,Hyderabad,4.0
C00412,28,Female,Electronics,Headphones,59003.08,3,Yes,Active,Cash,2025-01-06,Jaipur,5.0
C00637,34,Male,Home & Kitchen,Bedsheet,9487.39,1,No,Active,Debit Card,2025-11-19,Chandigarh,4.0
C01164,19,Male,Sports,Dumbbells,6059.94,2,No,Inactive,Debit Card,2024-08-02,Hyderabad,4.5
C01837,33,Male,Clothing,T-Shirt,3862.46,3,No,Inactive,Credit Card,2024-04-01,Kolkata,2.6
C01427,29,Male,Electronics,Smartwatch,84701.39,1,Yes,Active,Wallet,2024-05-23,Delhi,4.5
C00886,61,Female,Sports,Cricket Bat,10779.0,2,No,Active,Wallet,2025-12-14,Ahmedabad,4.9
C01063,19,Female,Books,Self-Help,261.62,1,No,Inactive,Wallet,2024-10-27,Delhi,4.2
C00792,42,Female,Clothing,T-Shirt,4612.95,2,Yes,Active,Credit Card,2024-08-06,Chandigarh,4.9
C01835,39,Female,Clothing,T-Shirt,3565.37,3,No,Inactive,Cash,2024-07-25,Delhi,4.9
C00625,45,Male,Home & Kitchen,Lamp,6262.21,3,No,Inactive,UPI,2025-06-10,Pune,4.0
C00686,22,Female,Books,Business,1771.64,3,Yes,Active,UPI,2025-10-27,Bengaluru,4.2
C01293,50,Male,Electronics,Laptop,3156.88,1,No,Inactive,Debit Card,2024-07-11,Chennai,3.4
C00661,51,Male,Beauty,Shampoo,2296.76,1,No,Inactive,Net Banking,2024-12-06,Bengaluru,4.4
C00172,58,Male,Books,Comics,1552.44,1,No,Inactive,Credit Card,2024-07-18,Chennai,3.9
C00850,36,Female,Books,Business,885.05,3,Yes,Active,Cash,2024-11-22,Hyderabad,3.5
C00056,34,Female,Clothing,Dress,3991.58,1,No,Active,Debit Card,2025-04-10,Chennai,4.1
C01042,62,Male,Home & Kitchen,Storage Box,3921.44,2,No,Inactive,Net Banking,2024-03-19,Mumbai,3.3
C00598,31,Male,Sports,Football,8941.5,5,Yes,Inactive,Net Banking,2024-01-11,Jaipur,3.0
C00620,31,Male,Beauty,Perfume,2858.82,1,Yes,Inactive,Debit Card,2025-03-03,Kolkata,3.9
C00638,62,Female,Clothing,Jeans,3102.7,1,No,Inactive,Cash,2025-07-28,Mumbai,5.0
C00393,33,Female,Beauty,Shampoo,1669.11,3,No,Inactive,Wallet,2025-02-28,Chennai,3.9
C00253,61,Male,Clothing,Sneakers,3574.85,1,No,Active,Net Banking,2025-08-21,Mumbai,4.0
C01119,61,Male,Beauty,Face Cream,3236.36,1,No,Inactive,UPI,2024-02-24,Chennai,4.5
C00943,52,Male,Clothing,Jeans,4654.38,1,No,Inactive,UPI,2024-02-27,Chennai,4.3
C01671,29,Female,Beauty,Shampoo,1585.91,1,No,Active,Debit Card,2024-10-20,Bengaluru,2.4
C00328,52,Male,Sports,Yoga Mat,3622.89,1,Yes,Active,UPI,2024-10-19,Chandigarh,4.6
C01231,22,Male,Sports,Cricket Bat,7500.55,2,No,Inactive,Credit Card,2025-07-07,Kolkata,4.3
C01139,63,Male,Electronics,Laptop,83864.91,1,No,Inactive,Credit Card,2024-12-25,Delhi,
C00945,32,Male,Electronics,Speaker,32352.75,2,No,Active,Wallet,2024-09-20,Delhi,4.8
C01992,20,Female,Clothing,Jacket,2776.16,1,No,Inactive,UPI,2024-02-25,Jaipur,3.6
C00776,52,Female,Electronics,Laptop,48360.35,3,No,Inactive,Wallet,2024-10-20,Hyderabad,4.3
C00459,31,Male,Home & Kitchen,Bedsheet,1605.29,3,Yes,Inactive,UPI,2024-10-19,Kolkata,4.4
C00920,20,Male,Home & Kitchen,Lamp,13402.45,3,No,Inactive,UPI,2024-07-09,Kolkata,5.0
C01299,46,Female,Home & Kitchen,Coffee Maker,9792.52,1,No,Inactive,UPI,2025-10-20,Pune,4.6
C00570,56,Male,Sports,Cricket Bat,622.42,1,No,Inactive,Wallet,2024-10-08,Kolkata,3.9
C00127,58,Female,Electronics,Smartphone,16090.74,2,No,Active,Debit Card,2024-12-28,Ahmedabad,4.3
C00915,50,Female,Beauty,Face Cream,4155.09,4,No,Inactive,Cash,2024-02-24,Delhi,3.6
C01204,46,Female,Clothing,T-Shirt,3943.02,2,No,Inactive,UPI,2024-09-20,Hyderabad,4.1
C01859,61,Female,Books,Comics,1240.79,1,Yes,Inactive,Debit Card,2024-01-04,Ahmedabad,5.0
C00135,30,Other,Sports,Dumbbells,10960.61,2,Yes,Inactive,UPI,2025-01-23,Mumbai,3.9
C01158,28,Female,Books,Technology,847.48,1,Yes,Inactive,Debit Card,2025-12-26,Jaipur,5.0
C01723,43,Female,Clothing,Dress,2121.21,3,Yes,Inactive,UPI,2024-11-16,Bengaluru,4.1
C01005,27,Female,Clothing,Jacket,1433.23,2,No,Inactive,UPI,2024-04-11,Chennai,4.0
C01778,54,Female,Home & Kitchen,Bedsheet,12273.9,1,Yes,Inactive,Debit Card,2024-07-12,Bengaluru,4.0
C00118,54,Female,Books,Comics,240.7,1,No,Active,Cash,2025-08-08,Pune,4.6
C01969,30,Female,Electronics,Laptop,9213.74,1,No,Active,Debit Card,2025-10-07,Hyderabad,5.0
C01662,21,Male,Electronics,Headphones,75474.69,1,No,Inactive,Net Banking,2024-06-16,Jaipur,3.5
C00023,35,Female,Beauty,Skin Serum,3434.23,1,No,Active,Net Banking,2024-08-05,Ahmedabad,4.1
C01635,31,Male,Clothing,Dress,1396.75,1,Yes,Inactive,Credit Card,2025-09-06,Kolkata,4.0
C01383,40,Female,Clothing,Sneakers,813.47,1,No,Active,Net Banking,2024-09-28,Kolkata,3.0
C00971,36,Male,Electronics,Headphones,9644.2,3,Yes,Inactive,Net Banking,2024-12-02,Pune,4.1
C00177,45,Female,Home & Kitchen,Lamp,11586.2,2,No,Inactive,Credit Card,2025-02-11,Hyderabad,3.2
C01945,21,Male,Home & Kitchen,Bedsheet,2084.44,1,No,Active,UPI,2025-02-10,Pune,4.5
C00147,24,Male,Beauty,Lipstick,3378.07,2,Yes,Inactive,UPI,2025-03-21,Mumbai,4.3
C01828,62,Female,Electronics,Smartwatch,34451.28,1,Yes,Active,Net Banking,2024-08-26,Mumbai,4.9
C00321,33,Male,Electronics,Smartwatch,88900.91,3,No,Inactive,Credit Card,2024-09-07,Delhi,4.3
C01144,52,Female,Beauty,Face Cream,4764.73,1,Yes,Inactive,Debit Card,2025-12-05,Chandigarh,5.0
C00653,54,Male,Electronics,Smartphone,11727.93,1,No,Active,Credit Card,2024-07-25,Chennai,4.4
C01128,43,Female,Clothing,Sneakers,899.7,2,Yes,Inactive,UPI,2024-09-30,Mumbai,3.4
C00183,56,Female,Books,Technology,360.99,2,Yes,Inactive,Net Banking,2025-10-16,Jaipur,4.0
C01236,63,Male,Clothing,Dress,3819.87,5,Yes,Inactive,Cash,2025-08-13,Delhi,3.1
C01962,58,Male,Home & Kitchen,Lamp,5406.31,4,No,Inactive,Wallet,2025-05-25,Mumbai,4.6
C00386,26,Female,Clothing,Jeans,2405.58,2,No,Inactive,UPI,2024-11-26,Delhi,3.7
C00457,61,Female,Beauty,Face Cream,1523.31,4,No,Inactive,Wallet,2024-07-02,Ahmedabad,3.9
C00810,33,Male,Clothing,Jacket,4972.29,3,No,Inactive,Debit Card,2024-06-10,Ahmedabad,4.9
C00388,29,Male,Electronics,Smartphone,63747.53,3,No,Active,UPI,2025-05-01,Chandigarh,4.4
C01777,27,Male,Electronics,Headphones,14311.55,3,No,Active,UPI,2024-09-08,Kolkata,3.9
C00449,54,Male,Electronics,Speaker,19102.24,1,Yes,Inactive,Debit Card,2024-10-30,Delhi,4.7
C00667,46,Male,Books,Technology,1534.42,2,No,Inactive,UPI,2024-04-03,Pune,4.1
C00235,26,Female,Clothing,Sneakers,2728.45,1,Yes,Inactive,Cash,2025-07-30,Kolkata,4.8
C01528,52,Female,Sports,Cricket Bat,6612.66,2,No,Inactive,Net Banking,2024-01-22,Bengaluru,4.6
C01280,62,Male,Clothing,T-Shirt,4113.98,1,Yes,Inactive,UPI,2024-02-15,Chandigarh,3.6
C00273,65,Male,Clothing,Jeans,4667.4,1,No,Inactive,UPI,2025-01-17,Bengaluru,4.9
C00704,30,Male,Clothing,T-Shirt,2451.41,1,Yes,Inactive,Debit Card,2024-11-21,Pune,3.0
C00816,34,Female,Beauty,Skin Serum,1823.71,1,No,Active,Debit Card,2025-03-04,Ahmedabad,3.9
C01997,53,Female,Beauty,Lipstick,1956.83,4,No,Inactive,Net Banking,2025-02-16,Pune,5.0
C00217,24,Male,Clothing,Sneakers,4156.87,2,No,Inactive,Credit Card,2025-05-16,Jaipur,4.9
C01918,21,Male,Clothing,T-Shirt,2429.36,1,No,Inactive,Credit Card,2024-05-31,Chandigarh,3.4
C00025,40,Female,Beauty,Face Cream,4086.72,4,Yes,Inactive,Credit Card,2025-07-18,Mumbai,4.4
C01835,30,Female,Books,Comics,1671.85,2,No,Active,Credit Card,2025-12-15,Bengaluru,3.3
C01067,27,Male,Clothing,Jacket,439.41,3,No,Inactive,Credit Card,2024-11-16,Pune,3.5
C00936,33,Female,Clothing,Jeans,3430.39,2,No,Inactive,UPI,2024-10-05,Mumbai,3.5
C01646,35,Female,Clothing,Dress,1623.32,1,No,Inactive,Credit Card,2024-01-30,Mumbai,3.3
C00227,46,Male,Home & Kitchen,Cookware,12362.08,2,No,Active,UPI,2025-03-01,Bengaluru,4.7
C01623,65,Male,Clothing,Jeans,3857.57,2,No,Inactive,Debit Card,2024-01-13,Pune,4.2
C01216,47,Female,Books,Technology,150.92,3,Yes,Inactive,Debit Card,2024-12-19,Delhi,2.9
C01444,38,Female,Clothing,T-Shirt,1477.17,3,No,Active,Credit Card,2025-11-27,Hyderabad,4.6
C01726,30,Female,Beauty,Perfume,1791.89,1,Yes,Active,Debit Card,2025-06-08,Jaipur,3.3
C00546,27,Female,Home & Kitchen,Cookware,4884.81,5,No,Active,Credit Card,2024-04-14,Delhi,4.6
C00318,33,Male,Beauty,Lipstick,278.53,1,Yes,Inactive,UPI,2025-10-14,Pune,2.6
C01574,26,Male,Electronics,Laptop,58991.25,5,No,Inactive,Debit Card,2024-10-10,Chennai,3.4
C00720,20,Male,Books,Fiction,1126.43,2,No,Inactive,Credit Card,2025-02-01,Delhi,3.1
C00937,42,Female,Sports,Football,8068.52,2,Yes,Inactive,Credit Card,2024-11-18,Chandigarh,4.7
C00404,34,Male,Books,Fiction,817.58,2,Yes,Inactive,UPI,2024-08-07,Chennai,4.2
C00942,18,Female,Home & Kitchen,Storage Box,9161.39,3,No,Inactive,Credit Card,2024-11-16,Ahmedabad,4.2
C01646,54,Female,Electronics,Headphones,25125.01,1,Yes,Inactive,Cash,2025-11-02,Chennai,4.9
C01028,46,Male,Beauty,Lipstick,1502.31,1,No,Active,UPI,2024-05-14,Ahmedabad,3.2
C00336,49,Female,Electronics,Smartwatch,8857.17,2,Yes,Inactive,Net Banking,2024-05-24,Delhi,4.7
C01818,48,Female,Beauty,Perfume,536.91,3,Yes,Active,UPI,2024-03-13,Mumbai,4.4
C01049,54,Other,Books,Fiction,1798.15,1,No,Active,Debit Card,2025-03-28,Mumbai,4.1
C00876,20,Male,Home & Kitchen,Cookware,3227.22,3,Yes,Active,UPI,2024-07-03,Hyderabad,3.7
C00259,36,Male,Sports,Running Shoes,8788.88,3,Yes,Inactive,UPI,2024-08-30,Chennai,4.0
C01675,23,Female,Electronics,Headphones,74831.46,3,No,Inactive,Net Banking,2024-04-05,Jaipur,4.6
C01784,20,Female,Sports,Dumbbells,11885.91,2,Yes,Inactive,Credit Card,2025-08-29,Hyderabad,4.1
C00604,21,Male,Sports,Cricket Bat,3659.29,2,No,Active,Credit Card,2025-06-11,Bengaluru,4.3
C00779,35,Female,Sports,Dumbbells,663.5,2,No,Inactive,Net Banking,2024-08-19,Jaipur,4.0
C00759,40,Female,Home & Kitchen,Lamp,9788.88,5,No,Active,Credit Card,2025-05-25,Kolkata,4.6
C01821,19,Female,Home & Kitchen,Storage Box,10915.96,1,Yes,Inactive,UPI,2025-01-07,Delhi,3.7
C00470,40,Female,Clothing,Sneakers,2335.08,3,No,Inactive,Wallet,2025-08-14,Hyderabad,4.5
C00242,55,Female,Home & Kitchen,Coffee Maker,7937.2,5,Yes,Active,UPI,2024-06-14,Bengaluru,3.7
C00073,23,Male,Clothing,Sneakers,4475.54,3,Yes,Inactive,Credit Card,2024-03-08,Jaipur,4.5
C00756,40,Female,Home & Kitchen,Cookware,11928.01,2,No,Active,UPI,2024-06-12,Delhi,4.2
